labels,text
entertainment,"বিয়ের আগে শেষ বারের মতো দেখা দিলেন কিয়ারা, বিমানবন্দরে ফ্রেমবন্দি বিয়ের কনে"
national,ভাগাভাগির রাজনীতিতে বিধস্ত মণিপুর   দেখলেই গুলির’ নির্দেশ
national,রূপপুরের সরঞ্জাম নিয়ে রুশ জাহাজ ভিড়ছে ভারতের হলদিয়ায়
state,"টেটে হয়রানি উত্তর থেকে দক্ষিণ; ক্যানসার আক্রান্তকে পুলিশ  বলল, ‘নাটক করছেন’"
sports,"৩০০ পেরোলো ভারত, বাড়ছে চাপ"
state,"দলের নেতা, ধৃতদের বয়ান  থেকেই প্রশ্ন অভিষেককে"
national,"যুক্তরাষ্ট্রে ভারতকে গুরুত্ব দেয়া হলেও, প্রধানমন্ত্রী মোদীকে যেসব প্রশ্নের মুখে পড়তে হয়েছে"
politics,"গ্রেনেড হামলা, খালিস্তানের দাবি ঘিরে পঞ্জাবে তুঙ্গে চাপানউতোর, আপের নিশানায় বিরোধীরা"
technology,জলের দরে 5G স্মার্ট ফোন বাজারে আনতে চলেছে Jio
lifestyle,"গিজ়ার থেকে গ্যাস বেরিয়ে স্নানঘরে মৃত্যু দুই দম্পতির, কোন উপায়গুলি  মানলে বিপদ এড়ানো যাবে?"
lifestyle,৩ উপায়: ফাটা ঠোঁটের প্রলেপ ছাড়াও আরও কাজে লাগে পেট্রোলিয়াম জেলি
technology,"দিনের সেরা বাছাই করা প্রযুক্তির খবর: টিকটকের মজা ইনস্টাগ্রামে, ৭৯ টাকায় Zee5"
national,চলন্ত বাসে আগুন লেগে ২৬ জনের মৃত্যু মহারাষ্ট্রে
technology,Apple iPhone 15 Series: কবে লঞ্চ হতে চলেছে আইফোন ১৫ সিরিজ? আর কী কী লঞ্চ হতে পারে অ্যাপেল ইভেন্টে?
international,বিশ্ববাজারে জ্বালানি তেলের দাম বেড়েছে
sports,"বোনেরা পারলেও আটকে গেলেন দিদিরা, বিশ্বকাপের আট দিন আগে ধাক্কা খেলেন হরমনপ্রীতরা"
politics,বিজেপির গুগলি! মোদীর বিবৃতির দাবিতে পাল্টা রাজস্থান নিয়ে সরব কেন্দ্রীয় মন্ত্রী
international,সিরিয়ায় ধ্বংসস্তূপেই জন্ম নিল ছোট্ট ‘আয়া’
sports,"ঘরোয়া ক্রিকেটেও চালু  ইমপ্যাক্ট প্লেয়ারের নিয়ম,  ভারতে কি আর উঠে  আসবেন না কপিলেরা?"
state,সুষ্ঠু পঞ্চায়েত নির্বাচনের নির্দেশ রাজ্য কমিশনকে
technology,এক ঝলকে দেখে নিন দাম বাড়ার পর কোন নেটওয়ার্কে খরচ কম
lifestyle,"দিন দিন কমছে সঙ্গমের ইচ্ছে? সম্পর্ক হচ্ছে শিথিল? খুব সহজেই মিলবে সমাধান, জানাচ্ছেন চিকিৎসক"
state,দুর্নীতির প্রতিবাদে রায়গঞ্জ পৌরসভা অভিযান
kolkata,"পুরভোটে ভাড়ার টাকা অগ্রিম চাই, কমিশনের সঙ্গে বৈঠকে দাবি জানাল বাস সংগঠনগুলি"
kolkata,অ্যাডমিট কার্ড দেওয়া হল না ‘অতিরিক্ত’ পড়ুয়াদের
state,"বারুদের স্তূপে বাংলা , পুলিশ-তৃণমূলের মদতে অবাধে বিস্ফোরকের কারবার"
international,"নেপালে শক্তিশালী ভূমিকম্পের আঘাত, নিহত ৬"
editorial,সম্পাদক সমীপেষু: স্বামীজির পুজো
kolkata,বাগুইআটি-সহ বেশ কিছু এলাকার অটো চালকদের হাফ প্যান্ট পরায় নিষেধাজ্ঞা সংগঠনের
national,১৫ জুনের মধ্যে শেষ হবে ব্রিজভূষণের বিরুদ্ধে চলা তদন্ত  লিখিত প্রতিশ্রুতি কেন্দ্রের
national,‘শান্তিকামী’ জাপান কেন নতুন করে অস্ত্রে সজ্জিত হচ্ছে?
editorial,অবহেলিত ব্যাধি
